source,target,weight
4,195,0.025302269968462875
4,205,0.022473328748774737
4,207,0.022727272727272728
4,211,0.020707884164064553
4,212,0.03214121732666125
4,217,0.059708143402653215
4,222,0.029854071701326607
4,225,0.03077287274483318
4,227,0.07756315349925287
4,236,0.027756369082668444
4,237,0.029012942659282972
4,241,0.04990651285059496
4,248,0.03045724519365863
4,254,0.015590780467500804
4,259,0.020806259464411975
4,260,0.03214121732666125
4,267,0.03413943709994594
4,270,0.03329635791060134
4,274,0.01362089413207989
4,283,0.037113480951260276
4,287,0.026444294267397254
4,291,0.01454016817255763
4,292,0.03214121732666125
4,294,0.025854384499750957
4,295,0.037113480951260276
4,299,0.04767312946227962
4,304,0.025666350116967267
4,309,0.03504998186163908
4,310,0.08058229640253803
4,319,0.04351941398892446
4,322,0.026650089544451302
4,328,0.02956561979945413
4,340,0.020806259464411975
4,344,0.03289758474798845
4,346,0.021214264175324345
4,352,0.027076518053694116
4,353,0.03504998186163908
4,357,0.05415303610738823
4,365,0.024618298195866545
4,369,0.025854384499750957
4,371,0.03214121732666125
4,372,0.035533452725935076
4,375,0.03045724519365863
4,379,0.04222003309207491
4,380,0.026444294267397254
4,384,0.03214121732666125
4,386,0.027524094128159017
4,388,0.035533452725935076
4,396,0.019881069312188606
4,406,0.026650089544451302
4,411,0.04990651285059496
4,412,0.03251280443811776
4,418,0.018083448741266828
4,421,0.03178208630818641
4,425,0.05372153093502535
4,426,0.06741998624632421
4,427,0.022107884414269093
4,430,0.03892494720807615
4,431,0.028490144114909487
4,433,0.025854384499750957
4,441,0.026444294267397254
4,444,0.03045724519365863
4,446,0.027756369082668444
4,451,0.06212365249219366
4,457,0.022990024493585143
4,458,0.03413943709994594
4,466,0.029285370632871136
4,468,0.01996807659577179
4,471,0.04351941398892446
4,474,0.022990024493585143
4,476,0.05288858853479451
4,483,0.024296476537493127
4,486,0.017236256333167305
4,493,0.022727272727272728
4,496,0.030151134457776358
4,499,0.01922366120271981
4,500,0.06917144638660747
4,502,0.022857516044124723
4,504,0.025666350116967267
4,515,0.026444294267397254
4,518,0.03892494720807615
4,530,0.03504998186163908
4,532,0.04478110755198991
4,535,0.02175970699446223
4,538,0.025482359571881278
4,563,0.016303866268150616
4,565,0.025482359571881278
4,569,0.023986954644045835
4,570,0.027994625547792716
4,572,0.03892494720807615
4,574,0.03077287274483318
4,579,0.025666350116967267
4,585,0.022857516044124723
4,587,0.01752499093081954
4,596,0.04767312946227962
4,600,0.029012942659282972
4,601,0.025125945381480302
4,603,0.0564782494724905
4,604,0.018918504347032943
4,605,0.036563621206356534
4,609,0.044455422447438706
4,612,0.022599230735278437
4,623,0.033709993123162106
4,625,0.07537783614444091
4,637,0.027297554521630706
4,638,0.059904229787315376
4,646,0.03143473067309657
4,657,0.037113480951260276
4,659,0.03892494720807615
4,662,0.02874797872880345
4,663,0.03829197905337418
4,666,0.04990651285059496
4,676,0.019544077624852607
4,677,0.021427478217774167
4,679,0.016961338288818958
4,682,0.06741998624632421
4,683,0.03178208630818641
4,695,0.03251280443811776
4,697,0.027524094128159017
4,705,0.06356417261637282
4,708,0.026650089544451302
4,715,0.044455422447438706
4,725,0.027524094128159017
4,727,0.031098520678556146
4,735,0.03214121732666125
4,736,0.031098520678556146
4,744,0.04181210050035454
4,748,0.04264014327112208
4,753,0.029854071701326607
4,758,0.03289758474798845
4,779,0.023986954644045835
4,784,0.029854071701326607
4,796,0.03504998186163908
4,821,0.045454545454545456
4,823,0.051708768999501914
4,825,0.051708768999501914
4,840,0.037688918072220454
4,872,0.03178208630818641
4,878,0.03214121732666125
4,910,0.026860765467512676
4,913,0.03251280443811776
4,915,0.029285370632871136
4,957,0.029285370632871136
4,962,0.017466083231604194
4,982,0.023544080467400554
4,995,0.029285370632871136
4,1032,0.04956815970966096
4,1038,0.026860765467512676
4,1051,0.037113480951260276
4,1084,0.030151134457776358
4,1119,0.031098520678556146
4,1171,0.026444294267397254
4,1186,0.02061089119916432
4,1190,0.024296476537493127
4,1213,0.023688968483956713
4,1216,0.02823912473624525
4,1242,0.04891159880445185
4,1255,0.025125945381480302
4,1270,0.027297554521630706
4,1276,0.022727272727272728
4,1300,0.02874797872880345
4,1306,0.022990024493585143
4,1311,0.04891159880445185
4,1318,0.06741998624632421
4,1319,0.023544080467400554
4,1324,0.05913123959890826
4,1325,0.06741998624632421
4,1330,0.05698028822981897
4,1332,0.10660035817780521
4,1334,0.04264014327112208
4,1342,0.055048188256318034
4,1345,0.05913123959890826
4,1347,0.041030496993110906
4,1352,0.09534625892455924
4,1355,0.025302269968462875
4,1361,0.09534625892455924
4,1362,0.06978631577988531
5,6,0.009872481295984873
5,8,0.011626335106919263
5,9,0.03300491809922248
5,10,0.03513641844631533
5,11,0.024056261216234408
